Country,Subset,ShortenedQuestion,ShortName,Answer,Percentage
Slovenia,Lesbian,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,11
Slovenia,Lesbian,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,37
Slovenia,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,66
Slovenia,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,6
Slovenia,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,28
Slovenia,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,61
Slovenia,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,6
Slovenia,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,33
Slovenia,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,58
Slovenia,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,13
Slovenia,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,29
Slovenia,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,69
Slovenia,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,7
Slovenia,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,24
Slovakia,Lesbian,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,48
Slovakia,Lesbian,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,16
Slovakia,Lesbian,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,36
Slovakia,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,48
Slovakia,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,19
Slovakia,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,33
Slovakia,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,26
Slovakia,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,14
Slovakia,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,60
Slovakia,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,43
Slovakia,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,18
Slovakia,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,39
Slovakia,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,40
Slovakia,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,30
Slovakia,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,30
United Kingdom,Lesbian,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,82
United Kingdom,Lesbian,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,6
United Kingdom,Lesbian,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,12
United Kingdom,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,84
United Kingdom,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,6
United Kingdom,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,10
United Kingdom,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,79
United Kingdom,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,6
United Kingdom,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,15
United Kingdom,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,78
United Kingdom,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,6
United Kingdom,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,16
United Kingdom,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,88
United Kingdom,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,4
United Kingdom,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,8
Average,Lesbian,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,53
Average,Lesbian,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,17
Average,Lesbian,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,30
Average,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,58
Average,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,17
Average,Gay,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,26
Average,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,49
Average,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,15
Average,Bisexualwomen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,36
Average,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,53
Average,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,17
Average,Bisexualmen,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,29
Average,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Yes,58
Average,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),No,17
Average,Transgender,Is there a law forbidding sexual orientation discrimination for job applicants?,Job Discrim. Laws (Sexual Orientation),Don`t know,25
Austria,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,33
Austria,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,13
Austria,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,54
Austria,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,34
Austria,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,16
Austria,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,50
Austria,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,39
Austria,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,10
Austria,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,51
Austria,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,32
Austria,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,17
Austria,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,51
Austria,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,44
Austria,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,20
Austria,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,36
Belgium,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,43
Belgium,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,4
Belgium,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,52
Belgium,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,50
Belgium,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,6
Belgium,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,45
Belgium,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,36
Belgium,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,4
Belgium,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,60
Belgium,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,54
Belgium,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,9
Belgium,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,36
Belgium,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,42
Belgium,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Belgium,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,39
Bulgaria,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,22
Bulgaria,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,32
Bulgaria,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,46
Bulgaria,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,35
Bulgaria,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,20
Bulgaria,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,45
Bulgaria,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,29
Bulgaria,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,24
Bulgaria,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,46
Bulgaria,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,33
Bulgaria,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,17
Bulgaria,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,50
Bulgaria,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,39
Bulgaria,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,26
Bulgaria,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,35
Cyprus,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,15
Cyprus,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,20
Cyprus,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,66
Cyprus,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,27
Cyprus,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,29
Cyprus,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,44
Cyprus,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,:
Cyprus,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,:
Cyprus,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,:
Cyprus,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,:
Cyprus,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,:
Cyprus,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,:
Cyprus,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,20
Cyprus,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,24
Cyprus,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,56
Czech Republic,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,27
Czech Republic,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,12
Czech Republic,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,61
Czech Republic,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,40
Czech Republic,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,9
Czech Republic,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,51
Czech Republic,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,32
Czech Republic,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,12
Czech Republic,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,56
Czech Republic,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,41
Czech Republic,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,14
Czech Republic,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,45
Czech Republic,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,43
Czech Republic,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,14
Czech Republic,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,43
Germany,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,44
Germany,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,13
Germany,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,43
Germany,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,49
Germany,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,15
Germany,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,36
Germany,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,42
Germany,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,14
Germany,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,44
Germany,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,46
Germany,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Germany,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,34
Germany,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,48
Germany,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Germany,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,33
Denmark,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,41
Denmark,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,10
Denmark,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,50
Denmark,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,51
Denmark,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,9
Denmark,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,41
Denmark,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,36
Denmark,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,10
Denmark,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,54
Denmark,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,57
Denmark,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,10
Denmark,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,32
Denmark,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,40
Denmark,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,31
Denmark,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,29
Estonia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,31
Estonia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,30
Estonia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,38
Estonia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,48
Estonia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,17
Estonia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,35
Estonia,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,36
Estonia,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,10
Estonia,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,54
Estonia,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,50
Estonia,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,15
Estonia,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,35
Estonia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,25
Estonia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,33
Estonia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,42
Greece,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,20
Greece,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,25
Greece,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,55
Greece,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,26
Greece,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,21
Greece,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,53
Greece,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,21
Greece,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,18
Greece,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,61
Greece,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,25
Greece,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Greece,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,56
Greece,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,17
Greece,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,30
Greece,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,54
Spain,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,40
Spain,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,20
Spain,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,41
Spain,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,44
Spain,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,17
Spain,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,39
Spain,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,33
Spain,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Spain,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,47
Spain,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,43
Spain,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,26
Spain,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,31
Spain,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,46
Spain,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,27
Spain,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,27
Finland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,54
Finland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,4
Finland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,42
Finland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,61
Finland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,4
Finland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,35
Finland,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,50
Finland,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,4
Finland,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,45
Finland,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,64
Finland,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,3
Finland,Bisexualmen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,33
Finland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,46
Finland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,18
Finland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,36
France,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,38
France,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,13
France,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,49
France,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,47
France,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,11
France,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,42
France,Bisexualwomen,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,40
